"TI","AB"
"APPLICATION OF MACHINE VISION SYSTEM IN FOOD DETECTION","FOOD PROCESSING TECHNOLOGY IS AN IMPORTANT PART OF MODERN LIFE GLOBALLY AND WILL UNDOUBTEDLY PLAY AN INCREASINGLY SIGNIFICANT ROLE IN FUTURE DEVELOPMENT OF INDUSTRY. FOOD QUALITY AND SAFETY ARE SOCIETAL CONCERNS, AND FOOD HEALTH IS ONE OF THE MOST IMPORTANT ASPECTS OF FOOD PROCESSING. HOWEVER, ENSURING FOOD QUALITY AND SAFETY IS A COMPLEX PROCESS THAT NECESSITATES HUGE INVESTMENTS IN LABOR. CURRENTLY, MACHINE VISION SYSTEM BASED IMAGE ANALYSIS IS WIDELY USED IN THE FOOD INDUSTRY TO MONITOR FOOD QUALITY, GREATLY ASSISTING RESEARCHERS AND INDUSTRY IN IMPROVING FOOD INSPECTION EFFICIENCY. MEANWHILE, THE USE OF DEEP LEARNING IN MACHINE VISION HAS SIGNIFICANTLY IMPROVED FOOD IDENTIFICATION INTELLIGENCE. THIS PAPER REVIEWS THE APPLICATION OF MACHINE VISION IN FOOD DETECTION FROM THE HARDWARE AND SOFTWARE OF MACHINE VISION SYSTEMS, INTRODUCES THE CURRENT STATE OF RESEARCH ON VARIOUS FORMS OF MACHINE VISION, AND PROVIDES AN OUTLOOK ON THE CHALLENGES THAT MACHINE VISION SYSTEM FACES."
"COMPUTER VISION AND MACHINE LEARNING APPLIED IN THE MUSHROOM INDUSTRY: A CRITICAL REVIEW","BACKGROUND: MUSHROOMS ARE POPULAR FOOD ITEMS CONTAINING NUMEROUS VITAMINS, DIETARY FIBERS, AND A LARGE NUMBER OF PROTEINS. AS A RESULT, MUSHROOMS CAN INCREASE THE BODY'S IMMUNITY AND PREVENT MANY TYPES OF CANCER TO KEEP THE BODY HEALTHY. FOR THESE REASONS, THE DEMAND FOR HIGH YIELDS AND SAFETY IN THE PRODUCTION OF HIGH QUALITY MUSHROOMS IS INCREASING. SCOPE AND APPROACH: THIS REVIEW HIGHLIGHTS THE APPLICATION OF COMPUTER VISION AND MACHINE LEARNING ALGORITHMS IN THE MUSHROOM INDUSTRY. THROUGH A SYSTEMATIC REVIEW OF PAPERS PUBLISHED BETWEEN 1991 AND 2021, THIS ARTICLE INTRODUCES KEY ASPECTS RELATED TO MUSHROOMS (E.G., SPECIES IDENTIFICATION AND QUALITY CLASSIFICATION BASED ON ARTIFICIAL INTELLIGENCE), AND DISCUSSES THE ADVANTAGES AND DISADVANTAGES OF VARIOUS APPROACHES. KEY FINDINGS AND CONCLUSIONS: NUMEROUS ARTIFICIAL INTELLIGENCE AND MACHINE VISION TECHNOLOGIES HAVE BEEN IMPLEMENTED IN RESEARCH EFFORTS FOCUSING ON EDIBLE FUNGI. HOWEVER, THEIR APPLICATIONS ARE GENERALLY LIMITED TO THE IDENTIFICATION OF POISONOUS MUSHROOMS ACCORDING TO THEIR FORMS, THE PLUCKING OF CULTIVATED MUSHROOMS COVERED BY SOIL, AND THE MECHANIZED GRADING OF MUSHROOMS. CLEARLY, THE CURRENTLY AVAILABLE METHODS CANNOT MEET THE REQUIREMENTS OF THE DIGITIZATION AND INTELLIGENTIZATION IN THE FIELD OF EDIBLE MUSHROOMS. CONSIDERING THESE REASONS, IT IS POSSIBLE TO DEVELOP FURTHER APPLICATION OPPORTUNITIES, SUCH AS DIGITAL MUSHROOM PHENOTYPE DETERMINATION, AND HIGH-THROUGHPUT BREEDING BASED ON BIG DATA, AND MECHANICAL PICKING BY A HARVESTING ROBOT AS WELL. THEREFORE, THE INTEGRATION OF COMPUTER VISION AND MACHINE LEARNING WITH THE DEVELOPMENT OF MORE EFFICIENT ALGORITHMS WILL UNDOUBTEDLY BE A HOTSPOT FOR FUTURE STUDIES IN THE CONTEXT OF THE MUSHROOM INDUSTRY."
"IOT, BIG DATA, AND ARTIFICIAL INTELLIGENCE IN AGRICULTURE AND FOOD INDUSTRY","INTERNET OF THINGS (IOT) RESULTS IN A MASSIVE AMOUNT OF STREAMING DATA, OFTEN REFERRED TO AS ``BIG DATA,'' WHICH BRINGS NEW OPPORTUNITIES TO MONITOR AGRICULTURAL AND FOOD PROCESSES. BESIDES SENSORS, BIG DATA FROM SOCIAL MEDIA IS ALSO BECOMING IMPORTANT FOR THE FOOD INDUSTRY. IN THIS REVIEW, WE PRESENT AN OVERVIEW OF IOT, BIG DATA, AND ARTIFICIAL INTELLIGENCE (AI), AND THEIR DISRUPTIVE ROLE IN SHAPING THE FUTURE OF AGRI-FOOD SYSTEMS. FOLLOWING AN INTRODUCTION TO THE FIELDS OF IOT, BIG DATA, AND AI, WE DISCUSS THE ROLE OF IOT AND BIG DATA ANALYSIS IN AGRICULTURE (INCLUDING GREENHOUSE MONITORING, INTELLIGENT FARM MACHINES, AND DRONE-BASED CROP IMAGING), SUPPLY CHAIN MODERNIZATION, SOCIAL MEDIA (FOR OPEN INNOVATION AND SENTIMENT ANALYSIS) IN FOOD INDUSTRY, FOOD QUALITY ASSESSMENT (USING SPECTRAL METHODS AND SENSOR FUSION), AND FINALLY, FOOD SAFETY (USING GENE SEQUENCING AND BLOCKCHAIN-BASED DIGITAL TRACEABILITY). A SPECIAL EMPHASIS IS LAID ON THE COMMERCIAL STATUS OF APPLICATIONS AND TRANSLATIONAL RESEARCH OUTCOMES."
"AUGMENTED/MIXED REALITY TECHNOLOGIES FOR FOOD: A REVIEW","BACKGROUND: THE TOPIC OF FOOD IS BROAD AND GLOBAL, THEREBY REPRESENTING AN INFLUENTIAL SECTOR OF THE ECONOMY. MOTIVATED BY THE ADVENT OF INDUSTRY 4.0, MASSIVE POTENTIAL EXISTS TO IMPLEMENT CUTTING-EDGE TECHNOLOGIES IN THE FOOD INDUSTRY. RECENT YEARS HAVE SEEN A GROWING INTEREST TOWARDS THE APPLICATIONS OF AUGMENTED/MIXED REALITY (AR/MR) IN THE FOOD SECTOR.SCOPE AND APPROACH: AN EXTENSIVE SEARCH OF ONLINE JOURNALS FOCUSING ON SCOPUS WAS CONDUCTED USING TERMS INCLUDING `AUGMENTED REALITY', `MIXED REALITY' AND `FOOD' IN THE SEARCH FIELDS OF TITLE, ABSTRACT, AND KEYWORDS. FULL PAPER READING WAS IMPLEMENTED AND INELIGIBLE ARTICLES (I.E., NON-ENGLISH-LANGUAGE, REVIEW ARTICLES, NOT PEER REVIEWED AND WITHOUT FULL PAPER) WERE REMOVED.KEY FINDINGS AND CONCLUSIONS: OUR SYSTEMATIC SEARCH RESULTED IN 111 ELIGIBLE ARTICLES, EIGHT OF WHICH RELATED TO MR TECHNOLOGY. THERE IS AN OVERALL INCREASING TREND IN THE NUMBER OF PUBLICATIONS APPEARING ANNUALLY SINCE THE FIRST RELEVANT PUBLICATION IN 2010. ANALYSING THESE PUBLICATIONS DEMONSTRATES THE MULTIDISCIPLINARY NATURE OF THIS TECHNOLOGY WHICH IS CLOSELY LINKED TO MACHINE LEARNING, COMPUTER VISION, THE INTERNET OF THINGS (IOT), AND ARTIFICIAL INTELLIGENCE. OUR FINDINGS ALSO REVEALED THAT AR/MR TECHNOLOGY IS MAINLY APPLIED IN THE FOLLOWING AREAS: DIETARY ASSESSMENT, FOOD NUTRITION AND TRACEABILITY, FOOD SENSORY SCIENCE, RETAIL FOOD CHAIN APPLICATIONS, FOOD EDUCATION AND LEARNING, AND PRECISION FARMING. FURTHERMORE, WE HIGHLIGHT THE LIMITATIONS AND ANALYTICAL CHALLENGES THAT HINDER THE APPLICATION OF AR/MR TO FOOD-RELATED RESEARCH, SUCH AS THE LACK OF RELIABLE WIRELESS CONNECTION AND THE DIFFICULTY IN RECOGNIZING FOOD OBJECTS IN A COMPLEX ENVIRONMENT, WHILE ALSO DESCRIBING FUTURE RESEARCH NEEDS AND DIRECTIONS."
"RECENT TECHNOLOGY FOR FOOD AND BEVERAGE QUALITY ASSESSMENT: A REVIEW","FOOD AND BEVERAGE ASSESSMENT IS AN EVALUATION METHOD USED TO MEASURE THE STRENGTHS AND WEAKNESSES OF A FOOD AND BEVERAGE SYSTEM TO MAKE IMPROVEMENTS. THESE ASSESSMENTS HAD BECOME CRUCIAL, ESPECIALLY IN THE ISSUES OF ADULTERATION, REPLACEMENT, AND CONTAMINATION THAT HAPPENED IN ARTIFICIAL ADJUSTMENT RELATING TO THE QUALITY, WEIGHT AND VOLUME. THUS, THIS REVIEW WILL EXAMINE AND DESCRIBE FEATURES RECENTLY APPLIED IN IMAGE, ODOUR, TASTE AND ELECTROMAGNETIC, RELEVANT TO THE FOOD AND BEVERAGES ASSESSMENT. THIS REVIEW WILL ALSO COMPARE AND DISCUSS EACH TECHNIQUE AND PROVIDES SUGGESTIONS BASED ON THE CURRENT TECHNOLOGY. THIS REVIEW WILL DELIBERATE TECHNOLOGY INTEGRATION AND THE INVOLVEMENT OF DEEP LEARNING TO ENABLE SEVERAL TYPES OF CURRENT TECHNOLOGIES, SUCH AS IMAGING, ODOUR AND TASTE SENSES, AND ELECTROMAGNETIC SENSING, TO BE USED IN FOOD EVALUATION APPLICATIONS FOR INSPECTION AND PACKAGING."
"ADVANCES IN INFRARED SPECTROSCOPY AND HYPERSPECTRAL IMAGING COMBINED WITH ARTIFICIAL INTELLIGENCE FOR THE DETECTION OF CEREALS QUALITY","CEREALS PROVIDE HUMANS WITH ESSENTIAL NUTRIENTS, AND ITS QUALITY ASSESSMENT HAS ATTRACTED WIDESPREAD ATTENTION. INFRARED (IR) SPECTROSCOPY (IRS) AND HYPERSPECTRAL IMAGING (HSI), AS POWERFUL NONDESTRUCTIVE TESTING TECHNOLOGIES, ARE WIDELY USED IN THE QUALITY MONITORING OF FOOD AND AGRICULTURAL PRODUCTS. ARTIFICIAL INTELLIGENCE (AI) PLAYS A CRUCIAL ROLE IN DATA MINING, ESPECIALLY IN RECENT YEARS, A NEW GENERATION OF AI REPRESENTED BY DEEP LEARNING (DL) HAS MADE BREAKTHROUGHS IN ANALYZING SPECTRAL DATA OF FOOD AND AGRICULTURAL PRODUCTS. THE COMBINATION OF IRS/HSI AND AI FURTHER PROMOTES THE DEVELOPMENT OF QUALITY EVALUATION OF CEREALS. THIS PAPER COMPREHENSIVELY REVIEWS THE ADVANCES OF IRS AND HSI COMBINED WITH AI IN THE DETECTION OF CEREALS QUALITY. THE AIM IS TO PRESENT A COMPLETE REVIEW TOPIC AS IT TOUCHES THE BACKGROUND KNOWLEDGE, INSTRUMENTATION, SPECTRAL DATA PROCESSING (INCLUDING PREPROCESSING, FEATURE EXTRACTION AND MODELING), SPECTRAL INTERPRETATION, ETC. TO SUIT THIS GOAL, PRINCIPLES OF IRS AND HSI, AS WELL AS BASIC CONCEPTS RELATED TO AI ARE FIRST INTRODUCED, FOLLOWED BY A CRITICAL EVALUATION OF REPRESENTATIVE REPORTS INTEGRATING IRS AND HSI WITH AI. FINALLY, THE ADVANTAGES, CHALLENGES AND FUTURE TRENDS OF IRS AND HSI COMBINED WITH AI ARE FURTHER DISCUSSED, SO AS TO PROVIDE CONSTRUCTIVE SUGGESTIONS AND GUIDANCE FOR RESEARCHERS."
"A REVIEW ON ROLE OF ARTIFICIAL INTELLIGENCE IN FOOD PROCESSING AND MANUFACTURING INDUSTRY","FOOD IS ESSENTIAL FOR HUMANS. IT IS CRITICAL TO DECREASE FOOD WASTE, OPTIMIZE THE SUPPLY CHAIN, AND ENHANCE FOOD LOGISTICS, FOOD DELIVERY, AND FOOD SAFETY. TO A LARGE EXTENT, ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING AID IN ACCOMPLISHING THESE GOALS. THE INCREASINGLY WIDESPREAD AND SOPHISTICATED COMPUTING NETWORKS ENABLE MODERN INDUSTRIAL AND LOGISTICAL SYSTEMS. DATA ARE CONTINUALLY CREATED BY SENSORS, MACHINES, SYSTEMS, INTELLIGENT DEVICES AND PEOPLE INSIDE THESE NETWORKS. THIS BIG DATA IS ANALYZED QUICKER, MORE EXTENSIVELY AND DEEPER THAN EVER WITH INCREASING COMPUTER POWERS. THESE BREAKTHROUGHS HAVE REDEVELOPED AND CREATED A NEW AGE KNOWN AS INDUSTRY 4.0 OR THE SMART FACTORY, THE VALUE OF ARTIFICIAL INFORMATION TECHNOLOGY (AI). THIS ARTICLE DISCUSSES MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE APPLICATIONS IN THE FOOD INDUSTRY AND MANUFACTURING. MAJOR APPLICATIONS INCLUDE SUPPLY CHAIN OPTIMIZATION, CROP SELECTION, LOGISTICS, FOOD DELIVERY, AND FORECASTING MAINTENANCE IN FOOD PROCESSING MACHINES. COPYRIGHT (C) 2022 ELSEVIER LTD. ALL RIGHTS RESERVED."
"INTELLIGENT AND PROBABILISTIC MODELS FOR EVALUATING THE RELEASE OF FOOD BIOACTIVE INGREDIENTS FROM CARRIERS/NANOCARRIERS","RELEASE MODELING IS AN IMPORTANT ISSUE IN DESIGNING CONTROLLED RELEASE SYSTEMS FOR FOOD BIOACTIVE COMPOUNDS AND NUTRACEUTICALS IN ORDER TO ELUCIDATE THE UNDERLYING MECHANISMS. ADEQUATE KNOWLEDGE ABOUT SUCH MECHANISMS LEADS TO DESIGNING OPTIMAL CONTROLLED DELIVERY VEHICLES. THE CONVENTIONAL MODELING APPROACHES SUCH AS MATHEMATICAL AND MECHANISTIC MODELING REPRESENT CONSIDERABLE INFORMATION ABOUT THE RELEASE PHENOMENA BUT THE LIMITING FACTOR IN THEIR APPLICABILITY IS THE POOR POSSIBILITY OF GENERALIZATION OF THE CURVE FITTING RESULTS. IN THIS STUDY, INTELLIGENT AND PROBABILISTIC MODELS FOR EVALUATING THE RELEASE OF FOOD BIOACTIVE INGREDIENTS FROM CARRIERS/NANOCARRIERS ARE REVIEWED. STOCHASTIC METHODS SUCH AS MONTE CARLO (MC) AND CELLULAR AUTOMATA (CA) ARE DEVELOPED BASED ON THE IDEA OF EXISTING RANDOM FLUCTUATIONS IN THE RELEASE PROCESS THAT CAN BE AN ALTERNATIVE TO OVERCOME THE LIMITATIONS OF THE CONVENTIONAL METHODS. ARTIFICIAL NEURAL NETWORKS (ANNS) ARE ALSO VERY EFFICIENT WHEN A NONLINEAR RELATIONSHIP EXISTS BETWEEN RELEASE PROFILES AND FORMULATION AND PROCESS FACTORS. THE RELEASE PROCESS CAN BE OPTIMIZED USING ADAPTIVE NEURO-FUZZY INFERENCE SYSTEMS (ANFIS) AND GENETIC ALGORITHMS (GAS). IN THIS STUDY, THEORETICAL BACKGROUND AND FUNDAMENTAL OPERATING PRINCIPLES OF PROBABILISTIC METHODS (MC AND CA) AND ARTIFICIAL INTELLIGENCE-BASED METHODS (ANNS, ANFIS, GAS) IN THE FIELD OF FOOD BIOACTIVE RELEASE FROM CARRIERS/NANOCARRIERS ARE INTRODUCED. ALSO, SOME APPLICATION EXAMPLES FOR UTILIZATION OF SUCH METHODS ARE BRIEFLY DISCUSSED TO PRESET A STATE OF THE ART FOR PRACTICAL APPLICATION OF THESE MODELS IN FUTURE FOOD-RELATED APPLICATIONS."
"A REVIEW ON VISION-BASED ANALYSIS FOR AUTOMATIC DIETARY ASSESSMENT","BACKGROUND: MAINTAINING A HEALTHY DIET IS VITAL TO AVOID HEALTH-RELATED ISSUES, E.G., UNDERNUTRITION, OBESITY AND MANY NON-COMMUNICABLE DISEASES. AN INDISPENSABLE PART OF THE HEALTH DIET IS DIETARY ASSESSMENT. TRADITIONAL MANUAL RECORDING METHODS ARE NOT ONLY BURDENSOME BUT TIME-CONSUMING, AND CONTAIN SUBSTANTIAL BIASES AND ERRORS. RECENT ADVANCES IN ARTIFICIAL INTELLIGENCE (AI), ESPECIALLY COMPUTER VISION TECHNOLOGIES, HAVE MADE IT POSSIBLE TO DEVELOP AUTOMATIC DIETARY ASSESSMENT SOLUTIONS, WHICH ARE MORE CONVENIENT, LESS TIME-CONSUMING AND EVEN MORE ACCURATE TO MONITOR DAILY FOOD INTAKE.SCOPE AND APPROACH: THIS REVIEW PRESENTS VISION-BASED DIETARY ASSESSMENT (VBDA) ARCHITECTURES, INCLUDING MULTI-STAGE ARCHITECTURE AND END-TO-END ONE. THE MULTI-STAGE DIETARY ASSESSMENT GENERALLY CONSISTS OF THREE STAGES: FOOD IMAGE ANALYSIS, VOLUME ESTIMATION AND NUTRIENT DERIVATION. THE PROSPERITY OF DEEP LEARNING MAKES VBDA GRADUALLY MOVE TO AN END-TO-END IMPLEMENTATION, WHICH APPLIES FOOD IMAGES TO A SINGLE NETWORK TO DIRECTLY ESTIMATE THE NUTRITION. THE RECENTLY PROPOSED END-TO-END METHODS ARE ALSO DISCUSSED. WE FURTHER ANALYZE EXISTING DIETARY ASSESSMENT DATASETS, INDICATING THAT ONE LARGE-SCALE BENCHMARK IS URGENTLY NEEDED, AND FINALLY HIGHLIGHT CRITICAL CHALLENGES AND FUTURE TRENDS FOR VBDA.KEY FINDINGS AND CONCLUSIONS: AFTER THOROUGH EXPLORATION, WE FIND THAT MULTI-TASK END-TO-END DEEP LEARNING APPROACHES ARE ONE IMPORTANT TREND OF VBDA. DESPITE CONSIDERABLE RESEARCH PROGRESS, MANY CHALLENGES REMAIN FOR VBDA DUE TO THE MEAL COMPLEXITY. WE ALSO PROVIDE THE LATEST IDEAS FOR FUTURE DEVELOPMENT OF VBDA, E.G., FINE-GRAINED FOOD ANALYSIS AND ACCURATE VOLUME ESTIMATION. THIS REVIEW AIMS TO ENCOURAGE RESEARCHERS TO PROPOSE MORE PRACTICAL SOLUTIONS FOR VBDA."
"FISH QUALITY EVALUATION BY SENSOR AND MACHINE LEARNING: A MECHANISTIC REVIEW","FISH, A MAJOR PORTION OF THE GLOBAL FOOD PRODUCTION, IS HIGHLY NUTRITIOUS, PERISHABLE, AND SUSCEPTIBLE TO PRE HARVEST AND POSTMORTEM FACTORS. CONVENTIONAL METHODS ARE LABORIOUS, TIME-CONSUMING, AND DO NOT SUPPORT REAL-TIME OR INFIELD APPLICATIONS IN FISH QUALITY MONITORING. SENSORS ARE PROMISING ALTERNATIVES; THEREFORE, NOVEL APPLICATIONS OF THE COLORIMETRIC, ELECTROCHEMICAL, ENZYME, AND GAS SENSORS IN FISH QUALITY MONITORING BASED ON DETECTION PRINCIPLES ARE HIGHLIGHTED IN THIS STUDY. MACHINE LEARNING HAS EMERGED AS A POWERFUL TOOL FOR QUALITY MANAGEMENT AND PREDICTION, LEVERAGING LARGE DATA SETS GENERATED BY ONSITE SENSORS. THE CURRENT NOVEL SENSORS FOR FISH QUALITY DETECTION LACK HIGH PRECISION, ROBUSTNESS, DETECTION LIMITS, SENSITIVITY, SPECIFICITY, FLEXIBILITY, AND LOW POWER CONSUMPTION. THIS REVIEW AIMED TO PROVIDE A COMPREHENSIVE OVERVIEW OF FISH QUALITY INDICATORS, NOVEL SENSORS, AND MACHINE LEARNING, CRITICALLY ANALYZING RESEARCH GAPS IN COMBINATION WITH FISH QUALITY PREDICTION AND PATTERN RECOGNITION. FURTHERMORE, CURRENT CHALLENGES ARE EMPHASIZED, AND FUTURE PERSPECTIVES ARE ALSO DISCUSSED."
"IMPACT AND PROSPECT OF THE FOURTH INDUSTRIAL REVOLUTION IN FOOD SAFETY: MINI-REVIEW","THE FOURTH INDUSTRIAL REVOLUTION REPRESENTED BY BIG DATA AND ARTIFICIAL INTELLIGENCE (AI), ALREADY HAD A SIGNIFICANT IMPACT ON THE FOOD INDUSTRY. IN THIS REVIEW, THE IMPACTS AND PROSPECTS OF THE 4TH INDUSTRIAL REVOLUTION IN FOOD SAFETY WERE DISCUSSED. FIRST, THE GENERAL PROCESS AND CHARACTERISTICS OF AI APPLICATION FROM DATA COLLECTION TO VISUALIZATION ARE COVERED. ADDITIONALLY, VARIOUS DATA COLLECTION AND ANALYSIS METHODS ARE DISCUSSED, WITH EMPHASIS ON THE COLLECTION OF HIGH VARIETY, VOLUME, AND VELOCITY DATA AND VISUALIZATION. AVAILABLE LITERATURE PRESENTS EXAMPLES OF MACHINE LEARNING APPLICATIONS IN FOOD SAMPLES THAT ARE MOSTLY ASSOCIATED WITH THE CLASSIFICATION OF AGRICULTURAL FOOD ITEMS THROUGH CONVOLUTIONAL NEURAL NETWORKS. BASED ON THESE EXAMPLES, THE PROSPECTS OF THE 4TH INDUSTRIAL REVOLUTION IN FOOD SAFETY ARE CATEGORIZED AS FOLLOWS: PREDICTION OF FOOD SAFETY RISK, DETECTION OF FOODBORNE PATHOGENS, AND FOOD SAFETY MANAGEMENT. THIS MINI-REVIEW WILL HELP UNDERSTAND THE RELATIONSHIP BETWEEN THE 4TH INDUSTRIAL REVOLUTION AND FOOD SAFETY."
"MACHINE LEARNING-BASED MODELING IN FOOD PROCESSING APPLICATIONS: STATE OF THE ART","FOOD PROCESSING IS A COMPLEX, MULTIFACETED PROBLEM THAT REQUIRES SUBSTANTIAL HUMAN INTERACTION TO OPTIMIZE THE VARIOUS PROCESS PARAMETERS TO MINIMIZE ENERGY CONSUMPTION AND ENSURE BETTER-QUALITY PRODUCTS. THE DEVELOPMENT OF A MACHINE LEARNING (ML)-BASED APPROACH TO FOOD PROCESSING APPLICATIONS IS AN EXCITING AND INNOVATIVE IDEA FOR OPTIMIZING PROCESS PARAMETERS AND PROCESS KINETICS TO REDUCE ENERGY CONSUMPTION, PROCESSING TIME, AND ENSURE BETTER-QUALITY PRODUCTS; HOWEVER, DEVELOPING SUCH A NOVEL APPROACH REQUIRES SIGNIFICANT SCIENTIFIC EFFORT. THIS PAPER PRESENTS AND EVALUATES ML-BASED APPROACHES TO VARIOUS FOOD PROCESSING OPERATIONS SUCH AS DRYING, FRYING, BAKING, CANNING, EXTRUSION, ENCAPSULATION, AND FERMENTATION TO PREDICT PROCESS KINETICS. A STEP-BY-STEP PROCEDURE TO DEVELOP AN ML-BASED MODEL AND ITS PRACTICAL IMPLEMENTATION IS PRESENTED. THE KEY CHALLENGES OF NEURAL NETWORK TRAINING AND TESTING ALGORITHMS AND THEIR LIMITATIONS ARE DISCUSSED TO ASSIST READERS IN SELECTING ALGORITHMS FOR SOLVING PROBLEMS SPECIFIC TO FOOD PROCESSING. IN ADDITION, THIS PAPER PRESENTS THE POTENTIAL AND CHALLENGES OF APPLYING ML-BASED TECHNIQUES TO HYBRID FOOD PROCESSING OPERATIONS. THE POTENTIAL OF PHYSICS-INFORMED ML MODELING TECHNIQUES FOR FOOD PROCESSING APPLICATIONS AND THEIR STRATEGIES IS ALSO DISCUSSED. IT IS EXPECTED THAT THE POTENTIAL INFORMATION OF THIS PAPER WILL BE VALUABLE IN ADVANCING THE ML-BASED TECHNOLOGY FOR FOOD PROCESSING APPLICATIONS."
"THE FOURTH INDUSTRIAL REVOLUTION IN THE FOOD INDUSTRY-PART I: INDUSTRY 4.0 TECHNOLOGIES","CLIMATE CHANGE, THE GROWTH IN WORLD POPULATION, HIGH LEVELS OF FOOD WASTE AND FOOD LOSS, AND THE RISK OF NEW DISEASE OR PANDEMIC OUTBREAKS ARE EXAMPLES OF THE MANY CHALLENGES THAT THREATEN FUTURE FOOD SUSTAINABILITY AND THE SECURITY OF THE PLANET AND URGENTLY NEED TO BE ADDRESSED. THE FOURTH INDUSTRIAL REVOLUTION, OR INDUSTRY 4.0, HAS BEEN GAINING MOMENTUM SINCE 2015, BEING A SIGNIFICANT DRIVER FOR SUSTAINABLE DEVELOPMENT AND A SUCCESSFUL CATALYST TO TACKLE CRITICAL GLOBAL CHALLENGES. THIS REVIEW PAPER SUMMARIZES THE MOST RELEVANT FOOD INDUSTRY 4.0 TECHNOLOGIES INCLUDING, AMONG OTHERS, DIGITAL TECHNOLOGIES (E.G., ARTIFICIAL INTELLIGENCE, BIG DATA ANALYTICS, INTERNET OF THINGS, AND BLOCKCHAIN) AND OTHER TECHNOLOGICAL ADVANCES (E.G., SMART SENSORS, ROBOTICS, DIGITAL TWINS, AND CYBER-PHYSICAL SYSTEMS). MOREOVER, INSIGHTS INTO THE NEW FOOD TRENDS (SUCH AS 3D PRINTED FOODS) THAT HAVE EMERGED AS A RESULT OF THE INDUSTRY 4.0 TECHNOLOGICAL REVOLUTION WILL ALSO BE DISCUSSED IN PART II OF THIS WORK. THE INDUSTRY 4.0 TECHNOLOGIES HAVE SIGNIFICANTLY MODIFIED THE FOOD INDUSTRY AND LED TO SUBSTANTIAL CONSEQUENCES FOR THE ENVIRONMENT, ECONOMICS, AND HUMAN HEALTH. DESPITE THE IMPORTANCE OF EACH OF THE TECHNOLOGIES MENTIONED ABOVE, GROUND-BREAKING SUSTAINABLE SOLUTIONS COULD ONLY EMERGE BY COMBINING MANY TECHNOLOGIES SIMULTANEOUSLY. THE FOOD INDUSTRY 4.0 ERA HAS BEEN CHARACTERIZED BY NEW CHALLENGES, OPPORTUNITIES, AND TRENDS THAT HAVE RESHAPED CURRENT STRATEGIES AND PROSPECTS FOR FOOD PRODUCTION AND CONSUMPTION PATTERNS, PAVING THE WAY FOR THE MOVE TOWARD INDUSTRY 5.0."
"APPLICATION OF BLOCKCHAIN TECHNOLOGY IN SHAPING THE FUTURE OF FOOD INDUSTRY BASED ON TRANSPARENCY AND CONSUMER TRUST","FOOD INDUSTRIES, AT THIS MOMENT, ARE MOVING TOWARDS A NEW PHASE, AND THIS PHASE WILL BE GOVERNED BY CONSUMERS AND NOT BY THE INDUSTRY LEADERS. THE REPORT SHOWS THAT CLAIMS ON SUSTAINABILITY, HEALTH, WELLNESS, AND TRANSPARENCY WOULD GOVERN THE FUTURE TRENDS IN THE FOOD INDUSTRY. CURRENTLY, THERE ARE SEVERAL CASES OF MISLEADING AND FALSE CLAIMS WHICH HAMPER CONSUMER TRUST. SO, TO UPHOLD CONSUMER TRUST, AUTHENTICATION OF CLAIMS THROUGH TRANSPARENCY IN THE FOOD SUPPLY CHAIN IS REQUIRED, AND BLOCKCHAIN TECHNOLOGY CAN BRING TRANSPARENCY AT RELATIVELY LOW TRANSACTION COSTS. ONCE IN A BLOCKCHAIN NETWORK, DATA IS VERY DIFFICULT TO MANIPULATE, WITH NO SINGLE POINT OF AUTHORITY TO MESS AND COLLAPSE THE SYSTEM. THOUGH WE SEE MOSTLY THE FINANCIAL SYSTEMS USING BLOCKCHAIN'S DECENTRALIZED FUNCTIONALITY, THERE IS A GROWING TREND OF INNOVATIVE APPLICATIONS BEING BUILT IN THE SUPPLY CHAIN AREA FOR CONTRACTS AND OPERATIONS. WITH EFFORT IN THE RIGHT DIRECTION AND OVER TIME, BLOCKCHAIN WILL RECAST HOW OPERATIONS AND PROCESSES ARE DONE ACROSS THE INDUSTRY, INCLUDING PUBLIC SECTORS. THE PAPER REVIEWS THE OPPORTUNITY FOR THE BLOCKCHAIN IN ENABLING FOOD INDUSTRIES FOR FUTURE-READINESS, EMPOWERING THE CONSUMERS IN VERIFYING THE PRODUCT CLAIMS AND THUS PREVENT THEMSELVES FROM FOOD FRAUD. IN DOING SO, THE PAPER CONSIDERS THE FUTURE TRENDS IN THE FOOD INDUSTRY, IDENTIFIES CURRENT FOOD FRAUD CASES, AND OUTLINES THE VARIOUS APPLICATIONS IN THE AGRI-FOOD CHAIN AND CHALLENGES ASSOCIATED WITH IT. [GRAPHICS] ."
